Player,Pos,Team,Opp,DK Proj,FD Proj,FFPC Proj,Standard Proj,Half PPR Proj,Full PPR Proj,DK Ceiling,FD Ceiling,Slate
Jordan Love,QB,GB,CHI,18.3,18.2,19.5,17,17,17,28.4,28.3,Main
Joe Burrow,QB,CIN,@BUF,17.9,17.7,19,16.3,16.3,16.3,28.1,28.1,Main
Bucky Irving,RB,TB,NO,17.8,16.4,17.5,14.9,16.1,17.4,23,21.4,Main
Saquon Barkley,RB,PHI,@LAC,17.7,16.1,16.8,13.8,15.2,16.6,30,28.1,Monday
Baker Mayfield,QB,TB,NO,17.7,17.5,18.9,16.4,16.4,16.4,27.5,27.4,Main
Jacoby Brissett,QB,ARI,LA,17.6,17.3,18.7,15.8,15.8,15.8,27.7,27.7,Main
Derrick Henry,RB,BAL,PIT,17.6,16.8,16.5,15,15.7,16.4,30.9,29.9,Main
Breece Hall,RB,NYJ,MIA,17.5,15.9,16.8,13.8,15.2,16.6,29.5,27.5,Main
Justin Jefferson,WR,MIN,WAS,17,14.1,16.2,10.6,13.4,16.2,29.9,25.8,Main
Marcus Mariota,QB,WAS,@MIN,17,16.7,18,15.7,15.7,15.7,26.5,26.4,Main
Davante Adams,WR,LA,@ARI,16.9,14.4,16.3,11.3,13.8,16.2,30.8,27.1,Main
Quinshon Judkins,RB,CLE,TEN,16.8,15.9,15.7,14,14.7,15.5,29.2,28.1,Main
Michael Wilson,WR,ARI,LA,16.6,13.5,15.9,9.8,12.8,15.8,29.4,25,Main
Sam Darnold,QB,SEA,@ATL,16.6,16.4,17.8,15.3,15.3,15.3,26.5,26.5,Main
Chase Brown,RB,CIN,@BUF,16.4,14.3,16,12,14,15.9,28.6,25.9,Main
CJ Stroud,QB,HOU,@KC,16.3,16,17.3,14.7,14.7,14.7,26.2,26.1,Sunday
Ashton Jeanty,RB,LV,DEN,16.3,14,16,11.5,13.7,15.9,27.5,24.5,Main
Emeka Egbuka,WR,TB,NO,16.3,13.7,15.7,10.6,13.1,15.7,29.9,26.1,Main
Javonte Williams,RB,DAL,@DET,16,14.9,15.3,13.2,14.2,15.2,28.6,27.3,Thursday
Nico Collins,WR,HOU,@KC,16,13.3,15.3,10,12.6,15.2,29.1,25.1,Sunday
Justin Herbert,QB,LAC,PHI,16,15.7,17.1,14.6,14.6,14.6,25.8,25.7,Monday
Kyren Williams,RB,LA,@ARI,16,14.8,15.5,13.2,14.3,15.4,28.8,27.3,Main
JJ McCarthy,QB,MIN,WAS,16,15.7,17,14.5,14.5,14.5,25.5,25.4,Main
Jaylen Waddle,WR,MIA,@NYJ,15.7,13.2,15,9.9,12.5,15,28.6,24.8,Main
Chris Olave,WR,NO,@TB,15.6,12.7,15,9.2,12.1,15,27.6,23.4,Main
Kenneth Walker,RB,SEA,@ATL,15.5,14.3,14.8,12.4,13.6,14.7,28.6,27.2,Main
Caleb Williams,QB,CHI,@GB,15.3,15.1,16.4,14.2,14.2,14.2,24.4,24.3,Main
RJ Harvey,RB,DEN,@LV,15.3,13.9,14.8,12,13.4,14.7,27.4,25.5,Main
Tyler Warren,TE,IND,@JAX,15.2,12.4,17.5,9.2,12,14.7,26.9,22.8,Main
Brock Bowers,TE,LV,DEN,14.9,12,17.3,8.6,11.5,14.4,26.2,21.8,Main
Tyler Shough,QB,NO,@TB,14.9,14.6,15.9,13.4,13.4,13.4,24.6,24.5,Main
Tyrod Taylor,QB,NYJ,MIA,14.9,14.6,15.9,13.8,13.8,13.8,24.4,24.3,Main
Aaron Jones,RB,MIN,WAS,14.8,13,14.4,11,12.6,14.3,26.1,23.7,Main
AJ Brown,WR,PHI,@LAC,14.6,12,14.1,8.9,11.5,14,26.3,22.5,Monday
Christian Watson,WR,GB,CHI,14.5,12.4,13.8,9.8,11.8,13.8,27.6,24.5,Main
Travis Etienne,RB,JAX,IND,14.3,12.9,13.9,11.1,12.5,13.8,25.9,24,Main
Jakobi Meyers,WR,JAX,IND,14.2,11.6,13.7,8.6,11.1,13.7,26,22.2,Main
Tua Tagovailoa,QB,MIA,@NYJ,14.2,14,15.3,13,13,13,22.6,22.6,Main
Aaron Rodgers,QB,PIT,@BAL,13.9,13.7,15,12.6,12.6,12.6,22.6,22.6,Main
Geno Smith,QB,LV,DEN,13.8,13.5,14.8,12.3,12.3,12.3,22.6,22.5,Main
Kirk Cousins,QB,ATL,SEA,13.6,13.4,14.7,12.2,12.2,12.2,22.2,22.2,Main
DeVonta Smith,WR,PHI,@LAC,13.5,11,13,8.1,10.5,13,24.9,21.3,Monday
Zay Flowers,WR,BAL,PIT,13.3,10.9,12.9,8.1,10.5,12.8,25,21.4,Main
DK Metcalf,WR,PIT,@BAL,13.3,11,12.9,8.3,10.6,12.9,24.9,21.4,Main
Kyle Pitts,TE,ATL,SEA,13.2,10.3,15.7,7.2,10,12.8,23.2,18.9,Main
Michael Pittman,WR,IND,@JAX,13,10.5,12.6,7.6,10.1,12.6,23.9,20.1,Main
Brian Thomas,WR,JAX,IND,12.5,10.5,12.1,8,10.1,12.1,24.4,21.3,Main
Jaylen Warren,RB,PIT,@BAL,12.5,11.3,12.2,9.9,11,12.1,23,21.4,Main
Shedeur Sanders,QB,CLE,TEN,12.3,12.1,13,11,11,11,20.5,20.4,Main
Travis Kelce,TE,KC,HOU,12.2,9.8,14.4,7.1,9.5,11.9,22.1,18.5,Sunday
Ladd McConkey,WR,LAC,PHI,12.2,9.9,11.9,7.3,9.6,11.9,23,19.5,Monday
Alec Pierce,WR,IND,@JAX,12.1,10.4,11.6,8.1,9.8,11.6,24.5,21.7,Main
Cameron Ward,QB,TEN,@CLE,12,11.6,12.9,10.8,10.8,10.8,19.7,19.6,Main
Terry McLaurin,WR,WAS,@MIN,12,10.1,11.6,7.7,9.7,11.6,23.2,20.1,Main
Bam Knight,RB,ARI,LA,11.8,10.5,11.6,9,10.3,11.5,21.7,19.8,Main
Khalil Shakir,WR,BUF,CIN,11.8,9.3,11.6,6.6,9,11.5,21.8,18.1,Main
Devin Neal,RB,NO,@TB,11.8,10.2,11.7,8.5,10,11.6,19.6,17.3,Main
David Montgomery,RB,DET,DAL,11.7,10.7,11.6,9.5,10.5,11.5,22.4,20.9,Thursday
Troy Franklin,WR,DEN,@LV,11.5,9.5,11.2,7.3,9.2,11.2,22.5,19.5,Main
D'Andre Swift,RB,CHI,@GB,11.3,10.3,11.1,9,10,11,21.8,20.3,Main
Adonai Mitchell,WR,NYJ,MIA,11.3,9.4,11,7.2,9.1,11,21.1,18.3,Main
Dalton Schultz,TE,HOU,@KC,11,8.6,13.3,6,8.4,10.8,20,16.3,Sunday
Jordan Addison,WR,MIN,WAS,11,9.2,10.7,7.1,8.9,10.6,21.8,19,Main
Woody Marks,RB,HOU,@KC,10.9,10.1,10.7,9,9.8,10.6,20.5,19.4,Sunday
Harold Fannin,TE,CLE,TEN,10.7,8.5,12.7,6.2,8.3,10.5,19.5,16.2,Main
Tony Pollard,RB,TEN,@CLE,10.6,9.6,10.4,8.5,9.4,10.3,18.7,17.3,Main
Darnell Mooney,WR,ATL,SEA,10.5,8.7,10.2,6.7,8.5,10.2,20.8,18,Main
Jake Ferguson,TE,DAL,@DET,10.5,8.1,12.8,5.6,8,10.4,19.2,15.6,Thursday
Omarion Hampton,RB,LAC,PHI,10.5,9.4,10.2,8.3,9.2,10.1,19.7,18.3,Monday
Romeo Doubs,WR,GB,CHI,10.4,8.6,10.2,6.7,8.4,10.2,20.4,17.7,Main
Brenton Strange,TE,JAX,IND,10.4,8.3,12.4,6.1,8.2,10.3,19.9,16.6,Main
Kareem Hunt,RB,KC,HOU,10.4,9.6,10.2,8.7,9.4,10.1,20.2,19.1,Sunday
Xavier Worthy,WR,KC,HOU,10.4,8.6,10.2,6.7,8.4,10.2,20.3,17.6,Sunday
Tre Tucker,WR,LV,DEN,10.4,8.4,10.2,6.3,8.2,10.2,20.3,17.3,Main
Zach Ertz,TE,WAS,@MIN,10.4,8.2,12.3,6,8.1,10.2,19.3,16.1,Main
Juwan Johnson,TE,NO,@TB,10.3,8.1,12.4,5.6,7.9,10.2,18.9,15.3,Main
Chris Godwin,WR,TB,NO,10.3,8.4,10.2,6.3,8.2,10.2,19.4,16.5,Main
Deebo Samuel,WR,WAS,@MIN,10.2,8.1,10.1,6,8,10.1,18.6,15.4,Main
CLE DST,DST,CLE,TEN,10.2,10.2,11.2,10.2,10.2,10.2,18.2,18.2,Main
Rome Odunze,WR,CHI,@GB,10.1,8.4,9.9,6.6,8.2,9.9,20.1,17.5,Main
DEN DST,DST,DEN,@LV,10.1,10.1,11.1,10.1,10.1,10.1,18.1,18.1,Main
Courtland Sutton,WR,DEN,@LV,10,8.3,9.8,6.4,8.1,9.7,20.3,17.6,Main
Mark Andrews,TE,BAL,PIT,9.9,8.2,11.5,6.3,8.1,9.8,19.2,16.4,Main
Jake Bates,K,DET,DAL,9.9,9.9,10.6,9.9,9.9,9.9,16.2,16.2,Thursday
Josh Downs,WR,IND,@JAX,9.8,7.8,9.6,5.6,7.6,9.6,19,15.9,Main
Oronde Gadsden,TE,LAC,PHI,9.8,7.8,11.6,5.7,7.6,9.6,18.6,15.5,Monday
John Metchie,WR,NYJ,MIA,9.8,7.8,9.7,5.6,7.7,9.7,17.5,14.5,Main
Keenan Allen,WR,LAC,PHI,9.5,7.6,9.4,5.6,7.5,9.3,18.5,15.6,Monday
Kenneth Gainwell,RB,PIT,@BAL,9.5,8,9.5,6.4,7.9,9.4,18.8,16.4,Main
Tyler Loop,K,BAL,PIT,9.4,9.4,10.1,9.4,9.4,9.4,15.9,15.9,Main
Brandon Aubrey,K,DAL,@DET,9.3,9.3,10,9.3,9.3,9.3,15.6,15.6,Thursday
Harrison Mevis,K,LA,@ARI,9.3,9.3,9.9,9.3,9.3,9.3,15.4,15.4,Main
Matt Prater,K,BUF,CIN,9.2,9.2,9.8,9.2,9.2,9.2,15.3,15.3,Main
Chase McLaughlin,K,TB,NO,9.2,9.2,10,9.2,9.2,9.2,15.8,15.8,Main
Kyle Monangai,RB,CHI,@GB,9.1,8.5,8.8,7.8,8.3,8.8,18.4,17.6,Main
Quentin Johnston,WR,LAC,PHI,9.1,7.4,8.9,5.6,7.2,8.9,18,15.4,Monday
Jayden Higgins,WR,HOU,@KC,9,7.3,8.9,5.5,7.2,8.9,17.9,15.2,Sunday
Zach Charbonnet,RB,SEA,@ATL,9,8.6,8.9,8.2,8.5,8.8,17.3,16.8,Main
Darren Waller,TE,MIA,@NYJ,8.9,7.3,10.4,5.5,7.2,8.8,17.5,14.9,Main
Wil Lutz,K,DEN,@LV,8.9,8.9,9.6,8.9,8.9,8.9,15.4,15.4,Main
Jason Myers,K,SEA,@ATL,8.9,8.9,9.5,8.9,8.9,8.9,15,15,Main
Colston Loveland,TE,CHI,@GB,8.8,7.1,10.4,5.3,7,8.7,17.2,14.4,Main
Devaughn Vele,WR,NO,@TB,8.8,7.1,8.7,5.2,6.9,8.7,16.8,14,Main
Riley Patterson,K,MIA,@NYJ,8.8,8.8,9.5,8.8,8.8,8.8,15.3,15.3,Main
Mike Gesicki,TE,CIN,@BUF,8.7,6.8,10.5,4.9,6.8,8.6,16.9,14,Main
AJ Barner,TE,SEA,@ATL,8.7,7,10.4,5.2,6.9,8.6,16.7,13.9,Main
Harrison Butker,K,KC,HOU,8.7,8.7,9.4,8.7,8.7,8.7,15.2,15.2,Sunday
Jake Elliott,K,PHI,@LAC,8.7,8.7,9.4,8.7,8.7,8.7,15.2,15.2,Monday
Cade Otton,TE,TB,NO,8.6,6.8,10.3,5,6.7,8.5,17.8,14.8,Main
Brandon McManus,K,GB,CHI,8.6,8.6,9.3,8.6,8.6,8.6,14.7,14.7,Main
Michael Badgley,K,IND,@JAX,8.6,8.6,9.2,8.6,8.6,8.6,14.9,14.9,Main
Evan Engram,TE,DEN,@LV,8.5,6.7,10.3,4.8,6.6,8.4,16.6,13.7,Main
Jake Moody,K,WAS,@MIN,8.5,8.5,9.2,8.5,8.5,8.5,14.9,14.9,Main
TB DST,DST,TB,NO,8.5,8.5,9.5,8.5,8.5,8.5,16.1,16.1,Main
Samaje Perine,RB,CIN,@BUF,8.4,7.8,8.2,7,7.6,8.2,17,16.1,Main
Jerry Jeudy,WR,CLE,TEN,8.4,6.9,8.3,5.3,6.8,8.3,17.1,14.6,Main
Chris Rodriguez,RB,WAS,@MIN,8.4,7.9,8.2,7.3,7.7,8.1,17.9,17.3,Main
Cam Little,K,JAX,IND,8.4,8.4,9.1,8.4,8.4,8.4,14.7,14.7,Main
Isaac TeSlaa,WR,DET,DAL,8.3,7,8.2,5.6,6.9,8.2,17.8,15.7,Thursday
Tyjae Spears,RB,TEN,@CLE,8.3,6.7,8.3,5.2,6.7,8.2,16.7,14.4,Main
Cameron Dicker,K,LAC,PHI,8.3,8.3,9,8.3,8.3,8.3,14.8,14.8,Monday
LA DST,DST,LA,@ARI,8.3,8.3,9.1,8.3,8.3,8.3,15.8,15.8,Main
Michael Carter,RB,ARI,LA,8.2,6.9,8.2,5.6,6.9,8.1,16.4,14.4,Main
Greg Dortch,WR,ARI,LA,8.2,6.2,8.1,4.2,6.2,8.1,15.6,12.6,Main
Cooper Kupp,WR,SEA,@ATL,8.2,6.6,8.1,5,6.5,8,16.9,14.4,Main
Evan McPherson,K,CIN,@BUF,8.2,8.2,8.8,8.2,8.2,8.2,14.2,14.2,Main
TEN DST,DST,TEN,@CLE,8.2,8.2,9.2,8.2,8.2,8.2,16.1,16.1,Main
Dallas Goedert,TE,PHI,@LAC,8.1,6.4,9.8,4.6,6.3,8,16.5,13.6,Monday
Luther Burden,WR,CHI,@GB,8,6.5,7.9,4.8,6.4,7.9,16.1,13.6,Main
Pat Bryant,WR,DEN,@LV,8,6.5,7.9,5,6.4,7.9,16.6,14.2,Main
Andre Szmyt,K,CLE,TEN,8,8,8.7,8,8,8,14.5,14.5,Main
Nick Folk,K,NYJ,MIA,8,8,8.6,8,8,8,14.5,14.5,Main
Chris Boswell,K,PIT,@BAL,8,8,8.6,8,8,8,14.3,14.3,Main
DJ Moore,WR,CHI,@GB,7.9,6.4,7.8,4.9,6.3,7.8,16.1,13.7,Main
Chad Ryland,K,ARI,LA,7.9,7.9,8.5,7.9,7.9,7.9,14,14,Main
MIA DST,DST,MIA,@NYJ,7.9,7.9,8.8,7.9,7.9,7.9,15.2,15.2,Main
WAS DST,DST,WAS,@MIN,7.9,7.9,8.7,7.9,7.9,7.9,15.4,15.4,Main
Colby Parkinson,TE,LA,@ARI,7.8,6.2,9.3,4.6,6.2,7.8,15.7,13.2,Main
Elic Ayomanor,WR,TEN,@CLE,7.8,6.4,7.8,4.9,6.3,7.7,16.3,13.9,Main
KC DST,DST,KC,HOU,7.8,7.8,8.7,7.8,7.8,7.8,15.2,15.2,Sunday
Dawson Knox,TE,BUF,CIN,7.7,6.2,9.1,4.6,6.1,7.6,15.7,13.2,Main
Dontayvion Wicks,WR,GB,CHI,7.7,6.4,7.6,5,6.3,7.6,16.2,14.1,Main
TJ Hockenson,TE,MIN,WAS,7.7,5.9,9.4,4.1,5.9,7.7,15.1,12.2,Main
Will Reichard,K,MIN,WAS,7.7,7.7,8.3,7.7,7.7,7.7,13.8,13.8,Main
PHI DST,DST,PHI,@LAC,7.7,7.7,8.6,7.7,7.7,7.7,15,15,Monday
Zane Gonzalez,K,ATL,SEA,7.6,7.6,8.2,7.6,7.6,7.6,13.7,13.7,Main
Ka'imi Fairbairn,K,HOU,@KC,7.6,7.6,8.2,7.6,7.6,7.6,13.7,13.7,Sunday
Charlie Smyth,K,NO,@TB,7.6,7.6,8.2,7.6,7.6,7.6,13.9,13.9,Main
Gabe Davis,WR,BUF,CIN,7.5,6.4,7.4,5.1,6.3,7.4,16.6,14.7,Main
SEA DST,DST,SEA,@ATL,7.5,7.5,8.4,7.5,7.5,7.5,14.8,14.8,Main
Cairo Santos,K,CHI,@GB,7.4,7.4,8,7.4,7.4,7.4,13.3,13.3,Main
Joey Slye,K,TEN,@CLE,7.4,7.4,8,7.4,7.4,7.4,13.8,13.8,Main
Mason Taylor,TE,NYJ,MIA,7.3,5.7,8.9,4.1,5.7,7.3,15.3,12.5,Main
Malik Washington,WR,MIA,@NYJ,7.2,5.7,7.2,4.2,5.7,7.2,14.4,12,Main
Keon Coleman,WR,BUF,CIN,7.1,5.9,7,4.7,5.8,7,15.7,13.7,Main
Tom Kennedy,WR,DET,DAL,7.1,5.9,7.1,4.5,5.8,7.1,15.6,13.5,Thursday
Blake Corum,RB,LA,@ARI,7.1,6.7,7,6.2,6.6,6.9,15.5,14.9,Main
MIN DST,DST,MIN,WAS,7.1,7.1,7.9,7.1,7.1,7.1,14.3,14.3,Main
BAL DST,DST,BAL,PIT,7,7,7.9,7,7,7,14.2,14.2,Main
David Sills V,WR,ATL,SEA,6.9,5.6,6.9,4.2,5.5,6.8,14.6,12.3,Main
Jordan Mason,RB,MIN,WAS,6.9,6.6,6.7,6.2,6.4,6.7,14.8,14.4,Main
Daniel Carlson,K,LV,DEN,6.9,6.9,7.5,6.9,6.9,6.9,13,13,Main
GB DST,DST,GB,CHI,6.9,6.9,7.8,6.9,6.9,6.9,14,14,Main
